date,open,high,low,close,volume
2021-02-16,58.9,59.355,58.54,58.75,4072724.0
2021-02-17,58.58,58.91,57.61,58.54,3276026.0
2021-02-18,58.3,58.665,57.1,57.56,3112563.0
2021-02-19,57.75,60.53,57.75,60.39,4037102.0
2021-02-22,60.62,62.56,60.2,62.48,5635660.0
2021-02-23,62.94,62.97,61.51,62.12,4147279.0
2021-02-24,62.0,63.98,61.943,63.69,4668567.0
2021-02-25,62.48,62.837,61.125,61.35,3251657.0
2021-02-26,60.85,61.05,58.8,59.31,6385216.0
2021-03-01,61.15,62.27,60.57,61.54,4084252.0
2021-03-02,62.21,64.04,61.8,62.73,7316038.0
2021-03-03,62.5,63.39,62.01,62.25,5390315.0
2021-03-04,62.06,62.62,60.09,61.2,6050394.0
2021-03-05,62.12,63.04,60.75,62.91,3883764.0
2021-03-08,63.17,64.2701,62.51,63.44,4437617.0
2021-03-09,63.67,63.71,61.91,62.26,5823245.0
2021-03-10,62.62,64.46,62.37,64.09,4238456.0
2021-03-11,64.33,65.27,64.22,64.32,3651810.0
2021-03-12,64.68,65.05,63.88,64.34,2690951.0
2021-03-15,64.07,64.29,62.45,62.9,5361393.0
2021-03-16,62.69,63.83,61.86,63.18,6461643.0
2021-03-17,63.48,66.25,63.18,66.01,5138887.0
2021-03-18,66.06,67.27,64.63,64.72,4206432.0
2021-03-19,64.72,64.8,62.66,63.91,6445771.0
2021-03-22,63.8,63.8,62.4,63.51,4631116.0
2021-03-23,62.67,62.6882,60.4,60.75,5523475.0
2021-03-24,61.6,63.42,61.4027,62.04,4322624.0
2021-03-25,61.47,63.31,61.25,63.24,3921150.0
2021-03-26,63.39,64.14,63.09,63.99,4256347.0
2021-03-29,63.62,65.12,63.5,63.9,3193807.0
2021-03-30,63.72,64.79,63.48,64.61,2605114.0
2021-03-31,64.27,64.96,63.51,63.94,3643785.0
2021-04-01,63.95,64.72,63.48,64.6,3698904.0
2021-04-05,65.0,65.22,64.25,64.59,4077851.0
2021-04-06,64.24,65.39,64.13,64.6,3420312.0
2021-04-07,64.49,64.97,63.66,63.99,2374009.0
2021-04-08,63.86,64.03,62.62,63.19,3639017.0
2021-04-09,63.19,63.56,62.54,63.14,3720978.0
2021-04-12,63.6,64.1499,63.3,63.79,3143842.0
2021-04-13,63.59,63.68,62.45,63.31,4471855.0
2021-04-14,63.59,64.78,63.36,64.24,4234458.0
2021-04-15,64.88,64.92,63.8,64.57,2632733.0
2021-04-16,65.27,65.51,64.26,64.68,3698844.0
2021-04-19,64.8,65.0399,63.94,64.55,2566584.0
2021-04-20,64.0,64.05,62.28,62.48,4532442.0
2021-04-21,62.46,65.02,62.375,64.82,4283535.0
2021-04-22,64.0,64.05,60.72,60.93,12028871.0
2021-04-23,61.1,62.49,60.45,62.11,5683494.0
2021-04-26,62.36,62.82,61.93,62.2,4871606.0
2021-04-27,62.27,62.85,61.7199,62.65,3781310.0
2021-04-28,63.03,64.065,62.7,63.31,5584337.0
2021-04-29,63.82,64.69,63.435,64.06,4366020.0
2021-04-30,63.45,63.71,62.3,62.5,4932315.0
2021-05-03,63.18,65.035,63.12,64.55,6328101.0
2021-05-04,64.25,66.27,63.8,66.22,7367207.0
2021-05-05,66.49,68.235,66.14,68.07,7467100.0
2021-05-06,68.02,69.09,67.17,69.04,4670553.0
2021-05-07,68.35,69.32,67.78,69.04,5174923.0
2021-05-10,69.75,70.6,68.66,68.73,5038957.0
2021-05-11,67.84,68.9,67.2,68.57,5693429.0
2021-05-12,68.75,69.1,67.4,67.6,4886215.0
2021-05-13,67.46,68.6,67.32,68.08,3068440.0
2021-05-14,68.5,70.04,68.37,69.83,4817174.0
2021-05-17,69.58,71.08,69.47,70.91,3607502.0
2021-05-18,71.0,71.38,69.51,69.53,3523761.0
2021-05-19,68.5,68.91,67.27,68.55,4398488.0
2021-05-20,68.46,68.72,67.86,68.26,3126454.0
2021-05-21,68.68,69.6,68.55,68.83,3855720.0
2021-05-24,69.59,70.01,69.095,69.55,3420090.0
2021-05-25,69.46,70.45,68.96,69.04,4419444.0
2021-05-26,68.83,69.64,68.21,69.57,6059237.0
2021-05-27,69.32,69.96,68.24,68.66,6256635.0
2021-05-28,69.08,69.17,67.71,68.42,3815179.0
2021-06-01,69.17,70.53,68.85,70.41,4139082.0
2021-06-02,70.32,70.32,68.86,68.95,4797772.0
2021-06-03,69.35,70.7,68.441,70.61,4322464.0
2021-06-04,71.0,71.1403,69.88,70.37,3041943.0
2021-06-07,70.37,70.47,68.89,69.24,2804113.0
2021-06-08,69.02,69.72,68.31,69.38,3469512.0
2021-06-09,69.25,69.51,68.47,68.84,3379374.0
2021-06-10,69.99,70.17,67.95,67.99,4022011.0
2021-06-11,68.47,69.02,67.84,68.0,2726116.0
2021-06-14,67.83,68.18,66.63,66.96,3712815.0
2021-06-15,66.91,67.425,66.44,67.22,3255199.0
2021-06-16,67.01,67.12,65.2,65.59,5417533.0
2021-06-17,65.77,65.8,62.33,63.54,5696094.0
2021-06-18,62.55,63.05,61.88,61.98,8745303.0
2021-06-21,63.14,63.9485,62.79,63.11,5260165.0
2021-06-22,63.46,63.82,62.68,63.5,4019107.0
2021-06-23,64.0,64.27,63.1,63.15,3254512.0
2021-06-24,63.78,63.83,62.76,63.11,4253923.0
2021-06-25,63.25,63.8698,63.11,63.29,4259730.0
2021-06-28,63.3,63.3,62.17,62.9,2727034.0
2021-06-29,63.28,63.81,62.58,62.98,2653142.0
2021-06-30,62.85,63.62,62.75,63.28,3356526.0
2021-07-01,64.22,64.42,63.42,63.5,3324926.0
2021-07-02,63.33,63.77,62.8,63.51,3173209.0
2021-07-06,63.4,63.45,61.405,61.93,3727013.0
2021-07-07,61.7,62.49,61.0937,62.25,3424426.0
2021-07-08,61.0,62.02,60.65,61.41,4251323.0
2021-07-09,62.23,63.67,62.1,63.08,5063232.0
2021-07-12,62.56,63.6,61.975,63.22,3100367.0
2021-07-13,63.42,63.69,62.32,62.7,3074497.0
2021-07-14,62.94,63.645,62.17,62.32,2571796.0
2021-07-15,61.8,62.72,61.69,61.91,2745836.0
2021-07-16,61.3,61.72,59.8,60.01,6961324.0
2021-07-19,58.14,58.48,57.055,57.79,7815369.0
2021-07-20,58.14,59.19,57.6281,58.62,6771667.0
2021-07-21,59.52,60.05,59.055,59.73,7428270.0
2021-07-22,58.56,60.89,58.0,60.48,7111276.0
2021-07-23,60.84,61.28,59.8,60.11,4690527.0
2021-07-26,60.2,62.04,60.2,62.01,6534277.0
2021-07-27,61.51,62.42,60.86,61.95,3568528.0
2021-07-28,61.83,62.3,61.06,61.87,4113699.0
2021-07-29,62.44,62.93,62.01,62.6,3661466.0
2021-07-30,62.49,63.225,61.665,62.16,4646993.0
2021-08-02,62.3,63.59,61.19,61.22,3714490.0
2021-08-03,61.15,62.27,60.155,62.23,4819652.0
2021-08-04,61.74,62.2,60.98,60.99,3340099.0
2021-08-05,61.29,61.8,60.9,61.0,3037315.0
2021-08-06,61.61,62.37,61.55,62.0,3142752.0
2021-08-09,61.72,62.225,61.36,61.82,3178247.0
2021-08-10,62.02,63.57,61.94,63.12,3559953.0
2021-08-11,63.42,64.3,63.22,64.24,3583605.0
2021-08-12,64.36,64.62,63.3032,64.01,3581677.0
2021-08-13,63.97,64.1,63.35,63.69,2384288.0
2021-08-16,63.2,63.595,62.14,63.32,3163519.0
2021-08-17,62.69,62.875,61.14,62.31,3974459.0
2021-08-18,61.91,62.83,61.71,61.88,4573993.0
2021-08-19,61.04,61.39,60.15,60.55,3981572.0
2021-08-20,60.41,61.11,60.32,60.89,3203679.0
2021-08-23,61.5,62.42,61.46,62.06,3440001.0
2021-08-24,62.46,63.53,62.46,63.26,2896124.0
2021-08-25,63.3,64.18,62.82,63.87,3246877.0
2021-08-26,63.84,64.56,63.47,63.65,3618463.0
2021-08-27,64.19,65.855,64.12,65.38,5348664.0
2021-08-30,65.0,65.3275,63.95,63.98,3925138.0
2021-08-31,63.7,63.88,62.69,62.9,5449999.0
2021-09-01,62.83,63.0,61.81,62.54,3949213.0
2021-09-02,62.76,63.36,62.42,62.62,3414738.0
2021-09-03,62.45,62.825,61.67,62.12,3690597.0
2021-09-07,61.98,62.3,61.64,61.87,2514731.0
2021-09-08,61.83,62.11,60.51,60.69,4628973.0
2021-09-09,60.25,61.19,60.07,60.28,4439095.0
2021-09-10,60.85,61.44,60.34,60.41,4093257.0
2021-09-13,61.27,61.59,60.215,60.72,4549217.0
2021-09-14,61.24,61.3,59.5224,59.65,4493572.0
2021-09-15,59.75,60.67,59.67,60.2,5167759.0
2021-09-16,60.14,60.32,59.07,59.47,4650841.0
2021-09-17,58.8,59.17,57.47,57.75,9625499.0
2021-09-20,56.26,57.1304,55.31,56.18,7683867.0
2021-09-21,56.59,56.86,55.21,55.53,6156370.0
2021-09-22,56.26,56.98,56.255,56.3,6823824.0
2021-09-23,56.77,58.045,56.6,57.43,7814123.0
2021-09-24,57.2,57.34,56.74,56.81,7964986.0
2021-09-27,56.88,60.38,56.88,59.69,12373976.0
2021-09-28,60.15,60.645,59.14,59.46,6681760.0
2021-09-29,59.46,59.6,58.77,58.82,4578945.0
2021-09-30,58.92,59.17,57.55,57.56,4929915.0
2021-10-01,57.67,59.01,57.25,58.58,6925256.0
2021-10-04,58.58,59.0,57.68,58.24,5652962.0
2021-10-05,58.26,59.445,58.1,59.1,5646408.0
2021-10-06,58.36,58.57,56.3,57.16,8699078.0
2021-10-07,57.89,59.47,57.79,58.51,7235870.0
2021-10-08,58.81,59.29,58.4,58.71,4260182.0
2021-10-11,59.25,59.78,58.21,58.23,4139030.0
2021-10-12,58.02,58.37,57.5,57.74,5443834.0
2021-10-13,57.92,58.05,56.65,56.91,7691227.0
2021-10-14,57.43,58.78,57.14,58.74,6430634.0
2021-10-15,59.47,59.73,58.84,58.96,4288162.0
2021-10-18,57.7,59.39,57.6,58.95,4660432.0
2021-10-19,59.09,59.27,58.54,59.19,3650874.0
2021-10-20,59.16,60.6075,58.9412,59.89,5875321.0
2021-10-21,60.07,61.17,57.96,59.26,8916567.0
2021-10-22,59.64,60.19,58.38,58.4,5889477.0
2021-10-25,59.24,59.535,58.61,58.71,6293204.0
2021-10-26,58.71,59.76,58.1801,58.71,6875227.0
2021-10-27,58.58,58.58,55.9,56.0,11512727.0
2021-10-28,56.25,56.86,56.21,56.57,5974358.0
2021-10-29,56.13,56.65,55.66,55.97,5894889.0
2021-11-01,56.01,57.98,56.01,57.44,7430780.0
2021-11-02,57.64,58.74,57.24,58.47,5888642.0
2021-11-03,58.49,59.585,58.09,59.05,6234335.0
2021-11-04,59.0,59.015,56.795,57.17,9047906.0
2021-11-05,57.24,58.745,57.24,58.31,4979097.0
2021-11-08,58.93,59.68,58.295,58.57,4894141.0
2021-11-09,58.54,59.12,58.395,58.79,4399351.0
2021-11-10,58.84,59.29,58.49,58.76,5104029.0
2021-11-11,59.08,59.98,59.02,59.68,4140414.0
2021-11-12,59.79,60.55,59.46,60.06,3464020.0
2021-11-15,60.5,60.82,59.78,59.92,3470443.0
2021-11-16,59.97,59.99,58.84,58.86,4004669.0
2021-11-17,58.68,58.98,58.17,58.34,3342386.0
2021-11-18,58.35,58.37,57.67,57.98,3801860.0
2021-11-19,57.45,57.52,56.03,57.34,7425308.0
2021-11-22,57.56,59.29,57.41,58.79,5310320.0
2021-11-23,59.34,59.72,58.83,59.18,5280023.0
2021-11-24,58.9,59.37,58.59,58.63,3307108.0
2021-11-26,56.64,57.77,55.98,57.6,4317492.0
2021-11-29,57.9,58.38,56.38,56.86,4564444.0
2021-11-30,56.26,56.49,54.41,54.93,10398194.0
2021-12-01,55.49,55.8,52.7,52.76,9123937.0
2021-12-02,52.5,53.475,52.07,53.18,7333262.0
2021-12-03,53.0,53.8199,52.73,53.07,6969330.0
2021-12-06,54.36,54.7184,53.84,53.88,6066355.0
2021-12-07,54.45,55.38,54.27,54.86,5806937.0
2021-12-08,55.31,55.48,54.78,54.91,5013675.0
2021-12-09,54.24,54.58,53.725,54.39,5607722.0
2021-12-10,55.15,55.26,54.285,54.68,3628582.0
2021-12-13,54.46,54.65,53.0671,53.32,5398761.0
2021-12-14,53.25,54.5,53.1377,53.88,4048860.0
2021-12-15,53.79,54.07,52.8597,54.04,4955167.0
2021-12-16,54.43,55.36,54.27,54.6,5605880.0
2021-12-17,54.53,54.665,53.38,54.1,10400003.0
2021-12-20,53.1,53.59,52.47,53.51,6250974.0
2021-12-21,54.17,54.81,53.9,54.2,4421997.0
2021-12-22,54.12,54.38,53.64,54.23,3729561.0
2021-12-23,54.5,55.7032,54.35,55.14,6240414.0
2021-12-27,55.31,55.89,55.17,55.87,3249034.0
2021-12-28,56.01,57.0,55.91,56.63,4749871.0
2021-12-29,56.67,57.11,56.56,57.06,3580902.0
2021-12-30,57.2,57.83,56.725,56.78,3678731.0
2021-12-31,56.84,56.9905,56.295,56.72,3070716.0
2022-01-03,57.2,57.9,56.79,56.87,5235781.0
2022-01-04,57.25,58.7,57.1,58.41,9067952.0
2022-01-05,58.79,59.59,58.315,58.35,6706303.0
2022-01-06,58.49,58.86,57.24,58.24,5820763.0
2022-01-07,58.63,59.515,58.43,59.1,4633224.0
2022-01-10,58.84,59.3,57.985,58.4,5544298.0
2022-01-11,59.05,59.47,58.41,59.18,5668145.0
2022-01-12,59.515,60.14,58.89,59.26,3742360.0
2022-01-13,59.3,60.2266,59.2074,59.94,4482598.0
2022-01-14,59.71,60.83,59.29,60.74,6795305.0
2022-01-18,60.76,61.1486,59.57,60.2,4774410.0
2022-01-19,60.76,60.92,59.39,59.84,4336312.0
2022-01-20,59.9,60.05,57.77,57.81,5765667.0
2022-01-21,57.68,57.77,56.54,56.72,6189453.0
2022-01-24,55.7,56.82,54.6,56.62,8873378.0
2022-01-25,55.89,57.46,54.6393,57.18,5644149.0
2022-01-26,57.43,58.25,56.65,57.22,6126011.0
2022-01-27,58.74,61.29,58.74,60.18,11666346.0
2022-01-28,60.71,61.1,59.07,60.04,6971881.0
2022-01-31,59.5,60.05,58.28,59.73,8056096.0
2022-02-01,59.8,61.99,59.7,61.81,6659399.0
2022-02-02,61.71,62.49,61.12,61.66,5463397.0
2022-02-03,61.5,62.445,61.155,61.21,5363825.0
2022-02-04,61.2,61.72,60.54,60.6,4995139.0
2022-02-07,60.93,61.1,59.73,59.91,6214368.0
2022-02-08,60.38,61.17,60.38,61.09,5595518.0
2022-02-09,61.49,62.23,61.25,61.99,5515879.0
2022-02-10,61.89,62.46,60.71,60.95,6537194.0
2022-02-11,60.8,61.91,60.35,61.09,6042091.0
2022-02-14,61.1,61.37,60.125,60.83,4471998.0
2022-02-15,60.82,62.01,60.71,61.86,4076888.0
2022-02-16,61.65,62.91,61.62,62.08,5613614.0
2022-02-17,61.36,62.105,60.625,61.17,3927767.0
2022-02-18,60.75,61.32,60.19,60.59,5078896.0
2022-02-22,60.92,61.04,59.94,60.3,5635049.0
2022-02-23,60.87,61.19,59.875,59.97,5155144.0
2022-02-24,58.89,58.97,57.52,58.72,8108464.0
2022-02-25,58.42,60.145,58.32,59.65,5445243.0
2022-02-28,58.32,59.18,58.01,58.96,6438344.0
2022-03-01,59.12,59.305,56.27,57.13,7668079.0
2022-03-02,57.55,59.79,57.51,59.2,6499750.0
2022-03-03,59.29,59.94,58.7401,59.67,4514837.0
2022-03-04,58.4,58.875,57.83,58.83,5870803.0
2022-03-07,58.75,59.11,57.645,57.98,6987756.0
2022-03-08,58.11,59.22,57.62,57.84,6583613.0
2022-03-09,59.25,60.9,58.94,59.8,7484736.0
2022-03-10,59.24,61.04,59.23,60.63,5420965.0
2022-03-11,61.06,62.49,60.87,60.91,6140222.0
2022-03-14,61.37,62.03,59.77,60.28,5836192.0
2022-03-15,59.87,60.265,57.62,58.87,8354434.0
2022-03-16,59.16,60.15,58.72,59.64,6154914.0
2022-03-17,59.38,62.88,59.14,62.84,9420575.0
2022-03-18,62.23,63.43,61.805,62.39,9263103.0
2022-03-21,63.12,63.72,62.53,63.34,4726830.0
2022-03-22,64.0,64.53,63.24,63.55,4482616.0
2022-03-23,63.4,63.84,63.0201,63.3,2936341.0
2022-03-24,63.76,64.2,63.41,64.09,3611574.0
2022-03-25,64.09,64.73,63.84,64.7,3935975.0
2022-03-28,64.3,64.55,63.04,64.11,3879358.0
2022-03-29,63.95,64.32,62.82,64.19,4225668.0
2022-03-30,64.48,64.94,64.03,64.26,3145899.0
2022-03-31,64.15,64.785,63.71,63.72,4302089.0
2022-04-01,64.29,64.93,63.44,64.18,3317188.0
2022-04-04,64.51,64.51,63.32,64.01,3650011.0
2022-04-05,64.0,64.64,63.41,63.49,3423879.0
2022-04-06,63.21,63.29,61.29,61.67,4977031.0
2022-04-07,61.8,61.8,60.03,61.25,4644847.0
2022-04-08,61.77,62.28,61.32,61.68,3913900.0
2022-04-11,61.35,62.62,61.15,61.95,2760390.0
2022-04-12,62.51,63.75,62.29,63.26,4137275.0
2022-04-13,63.49,64.23,63.22,64.16,3465594.0
2022-04-14,64.49,66.0,64.39,65.49,7000362.0
2022-04-18,65.49,66.48,65.3,65.88,4959149.0
2022-04-19,66.03,67.35,65.91,67.05,5292467.0
2022-04-20,67.07,68.17,67.04,67.54,4974792.0
2022-04-21,69.0,71.86,68.89,69.51,10282454.0
2022-04-22,70.07,71.23,68.24,68.5,7439380.0
2022-04-25,67.41,68.34,65.53,68.07,7252142.0
2022-04-26,68.24,68.98,67.35,67.37,6604204.0
2022-04-27,68.12,68.33,67.051,67.45,5412343.0
2022-04-28,68.04,68.04,66.11,67.81,5533819.0
2022-04-29,68.12,68.715,66.31,66.5,6499774.0
2022-05-02,67.15,67.31,65.81,67.06,7250151.0
2022-05-03,67.12,68.33,67.06,68.15,4599474.0
2022-05-04,68.82,70.78,68.43,70.61,5526456.0
2022-05-05,70.26,70.36,67.53,68.47,6530571.0
2022-05-06,68.07,68.37,66.65,67.93,5807753.0
2022-05-09,66.84,67.81,66.47,66.63,7266931.0
2022-05-10,67.43,67.85,65.28,65.81,7885807.0
2022-05-11,66.4,68.5,65.82,66.79,5683317.0
2022-05-12,66.53,67.39,65.665,67.04,6035696.0
2022-05-13,67.5,68.32,67.26,67.56,3924502.0
2022-05-16,67.31,68.5955,66.68,67.98,4028344.0
2022-05-17,69.61,70.2914,68.9,69.97,4502627.0
2022-05-18,69.41,70.38,68.495,68.91,4623909.0
2022-05-19,68.31,69.57,67.8,68.76,4988376.0
2022-05-20,68.88,69.73,66.87,68.11,5232192.0
2022-05-23,67.8,68.13,66.84,67.49,6582289.0
2022-05-24,67.2,67.39,65.47,67.07,4664360.0
2022-05-25,66.71,67.68,66.4,67.3,6265070.0
2022-05-26,67.17,68.29,66.91,67.84,5732847.0
2022-05-27,67.59,69.07,67.32,69.06,4784297.0
2022-05-31,68.64,68.7504,67.615,67.98,7876019.0
2022-06-01,68.65,69.788,67.995,68.11,5958108.0
2022-06-02,68.43,68.97,67.1,68.1,4605703.0
2022-06-03,67.59,68.1599,66.68,67.03,4966757.0
2022-06-06,67.04,67.61,66.67,67.07,3117322.0
2022-06-07,66.76,67.46,66.42,67.37,4874038.0
2022-06-08,67.06,67.81,66.85,67.24,3200919.0
2022-06-09,66.9,67.015,65.81,65.86,3113574.0
2022-06-10,65.01,65.08,61.86,61.87,6454897.0
2022-06-13,60.49,60.58,57.97,58.68,8509252.0
2022-06-14,58.28,59.13,57.4601,58.56,7128918.0
2022-06-15,59.02,59.66,56.765,57.41,6387882.0
2022-06-16,55.67,55.97,54.65,55.42,7641766.0
2022-06-17,55.16,55.96,53.97,54.77,12735775.0
2022-06-21,56.34,56.69,54.91,54.95,6391653.0
2022-06-22,52.3,52.79,51.57,52.34,10386777.0
2022-06-23,52.25,52.6499,50.42,51.06,9661964.0
2022-06-24,51.51,53.8,51.19,53.14,9108956.0
2022-06-27,52.9,53.3,51.97,52.22,7507333.0
2022-06-28,52.8,54.15,52.345,52.53,5169647.0
2022-06-29,52.71,53.01,51.28,51.98,4392792.0
2022-06-30,51.16,52.14,50.85,51.61,5847983.0
2022-07-01,50.91,52.04,49.9,51.69,5255114.0
2022-07-05,50.77,50.82,49.355,50.73,5892037.0
2022-07-06,50.62,51.25,50.035,51.18,5657033.0
2022-07-07,52.14,52.81,51.74,52.28,5507764.0
2022-07-08,52.43,52.88,51.305,51.38,4226891.0
2022-07-11,50.74,51.35,50.51,51.01,3919776.0
2022-07-12,50.89,51.565,50.25,50.42,6068243.0
2022-07-13,50.0,50.21,49.03,49.67,6071487.0
2022-07-14,48.74,49.07,48.27,48.9,4969513.0
2022-07-15,49.73,50.24,49.17,49.55,4810114.0
2022-07-18,50.42,51.05,50.2,50.47,4839000.0
2022-07-19,51.15,52.81,51.08,52.45,6999396.0
2022-07-20,52.45,52.67,51.81,52.55,5977727.0
2022-07-21,50.57,51.44,49.95,51.4,10059732.0
2022-07-22,51.5,51.81,50.44,50.85,5074833.0
2022-07-25,51.17,51.97,51.03,51.58,5933231.0
2022-07-26,51.17,51.8,50.95,51.3,4130858.0
2022-07-27,51.44,52.4786,51.21,52.24,4327987.0
2022-07-28,52.45,52.91,51.76,52.3,6137925.0
2022-07-29,52.76,53.795,52.47,53.21,9754287.0
2022-08-01,52.58,52.6,51.43,52.46,5913393.0
2022-08-02,52.3,52.67,51.54,51.55,5797806.0
2022-08-03,52.0,52.0,51.3357,51.49,5139265.0
2022-08-04,51.31,51.7,50.86,50.99,6963729.0
2022-08-05,50.77,51.77,50.73,51.49,5954500.0
2022-08-08,51.88,52.76,51.8,52.15,4511550.0
2022-08-09,52.15,52.85,52.11,52.72,4338954.0
2022-08-10,53.85,54.655,53.81,54.04,5998593.0
2022-08-11,54.76,55.72,54.76,55.26,5066165.0
2022-08-12,55.33,55.94,55.31,55.93,4389097.0
2022-08-15,55.48,55.5,54.86,55.34,5991740.0
2022-08-16,55.36,56.425,55.34,56.11,3925907.0
2022-08-17,55.52,55.91,55.01,55.46,4197959.0
2022-08-18,55.72,56.225,55.42,56.02,3561483.0
2022-08-19,55.68,55.92,55.15,55.49,3517928.0
2022-08-22,54.49,54.6977,53.9,54.41,6342710.0
2022-08-23,54.66,55.76,54.53,55.62,3894509.0
2022-08-24,55.5,55.64,54.08,54.24,6957246.0
2022-08-25,54.83,55.79,54.757,55.76,5736180.0
2022-08-26,55.98,56.37,54.26,54.46,5777736.0
2022-08-29,53.0,54.01,52.54,53.57,9290697.0
2022-08-30,52.83,52.96,51.26,51.38,7452178.0
2022-08-31,51.24,51.64,50.58,51.0,6069609.0
2022-09-01,50.46,50.49,49.14,49.96,6378525.0
2022-09-02,50.53,50.76,48.905,49.31,5125300.0
2022-09-06,49.9,50.08,48.34,48.59,8101198.0
2022-09-07,48.34,49.245,48.03,48.97,6517456.0
2022-09-08,48.49,49.51,47.95,49.4,5964055.0
2022-09-09,50.23,50.715,50.02,50.51,6265662.0
2022-09-12,51.29,51.79,50.8,50.93,5042809.0
2022-09-13,48.75,49.62,47.555,47.87,9104318.0
2022-09-14,47.61,47.87,46.38,47.07,11484347.0
2022-09-15,47.1,47.76,46.69,46.91,6535487.0
2022-09-16,46.01,46.8,45.41,46.42,10058991.0
2022-09-19,45.64,46.88,45.47,46.74,4900427.0
2022-09-20,45.95,46.28,45.37,46.09,4996045.0
2022-09-21,46.42,46.59,44.97,44.98,5819128.0
2022-09-22,45.28,45.55,44.75,44.77,4623776.0
2022-09-23,44.0,44.2,43.04,43.9,6729595.0
2022-09-26,43.52,44.26,43.16,43.39,5497614.0
2022-09-27,43.94,44.17,43.2747,43.79,5444885.0
2022-09-28,44.08,45.51,43.91,45.05,8315425.0
2022-09-29,44.5,44.69,43.49,44.16,4905664.0
2022-09-30,44.17,44.84,43.8,43.93,5869756.0
2022-10-03,44.94,45.74,44.45,45.28,6868743.0
2022-10-04,45.8,46.73,45.625,46.62,6959794.0
2022-10-05,45.92,46.44,45.51,46.06,5564652.0
2022-10-06,45.7,46.1,45.315,45.52,5430693.0
2022-10-07,45.05,45.44,44.2,44.41,5265099.0
2022-10-10,44.98,45.44,44.56,44.88,4686103.0
2022-10-11,44.28,44.79,43.42,43.95,5222747.0
2022-10-12,43.94,44.2297,43.54,43.81,4982535.0
2022-10-13,43.0,46.5,42.91,45.92,8304877.0
2022-10-14,46.29,46.4,44.735,45.12,5889170.0
2022-10-17,45.91,46.07,44.995,45.26,6195320.0
2022-10-18,46.28,46.94,45.375,46.38,8009127.0
2022-10-19,46.24,46.6,45.09,45.13,8371466.0
2022-10-20,45.39,47.63,44.9,44.93,9259900.0
2022-10-21,45.02,46.92,44.95,46.87,7483602.0
2022-10-24,46.89,47.31,46.33,47.04,5645709.0
2022-10-25,46.71,47.94,46.535,47.85,5202539.0
2022-10-26,48.0,48.55,47.89,47.99,6021020.0
2022-10-27,48.12,48.485,47.47,47.62,4524379.0
2022-10-28,47.2,47.77,46.81,47.48,6943166.0
2022-10-31,47.48,47.8215,46.625,46.74,6434024.0
2022-11-01,47.42,47.57,46.75,46.93,4892382.0
2022-11-02,46.86,48.62,46.775,46.93,7313946.0
2022-11-03,46.27,46.97,45.97,46.49,5122343.0
2022-11-04,48.27,49.88,48.13,49.03,10593273.0
2022-11-07,48.99,49.53,48.31,49.5,5848974.0
2022-11-08,49.89,50.35,49.45,49.65,4739656.0
2022-11-09,49.35,49.39,47.57,47.68,5089935.0
2022-11-10,49.45,50.02,49.12,49.96,6591988.0
2022-11-11,51.0,53.44,50.9,53.14,9009788.0
2022-11-14,52.47,52.895,51.86,51.95,5484386.0
2022-11-15,52.41,52.7,51.14,51.6,4445738.0
2022-11-16,51.15,51.22,50.215,50.51,4294851.0
2022-11-17,49.65,50.15,49.19,50.13,3620352.0
2022-11-18,50.49,50.52,49.36,50.07,3751561.0
2022-11-21,49.44,50.67,48.58,50.17,5719820.0
2022-11-22,50.99,51.78,50.87,51.57,4495575.0
2022-11-23,51.29,51.74,51.14,51.55,3354772.0
2022-11-25,51.5,51.82,51.42,51.56,1648145.0
2022-11-28,50.85,51.155,49.94,50.2,5658665.0
2022-11-29,50.25,50.825,49.88,50.65,4905048.0
2022-11-30,50.52,50.97,49.3779,50.97,7194164.0
2022-12-01,51.25,51.5103,50.8,51.07,4757348.0
2022-12-02,50.47,51.7,50.43,51.55,4858349.0
2022-12-05,51.46,51.94,50.99,51.25,5109972.0
2022-12-06,51.45,51.865,50.57,51.05,4373389.0
2022-12-07,50.82,51.3393,50.255,50.7,4248704.0
2022-12-08,51.18,51.43,50.31,50.56,3815898.0
2022-12-09,50.51,51.4,50.12,50.2,3807000.0
2022-12-12,50.32,51.13,49.84,51.11,5208241.0
2022-12-13,52.5,52.83,51.295,51.56,4884133.0
2022-12-14,51.5,52.0477,50.97,51.36,4064268.0
2022-12-15,50.46,50.5615,49.36,49.53,6190299.0
2022-12-16,49.22,49.97,48.88,49.8,8969096.0
2022-12-19,49.81,50.315,48.76,49.33,4674694.0
2022-12-20,49.35,50.005,49.35,49.66,4003416.0
2022-12-21,50.16,50.93,50.07,50.67,3840494.0
2022-12-22,50.16,50.25,49.145,50.17,3342660.0
2022-12-23,50.2,50.9112,49.95,50.86,2634437.0
2022-12-27,50.91,51.22,50.75,51.19,3094558.0
2022-12-28,51.17,51.35,49.905,49.99,3340288.0
2022-12-29,50.07,50.8022,50.0,50.65,2743492.0
2022-12-30,50.26,50.531,49.98,50.39,2700277.0
2023-01-03,50.6,51.15,50.31,51.04,3962601.0
2023-01-04,51.66,52.505,51.4,52.33,4527851.0
2023-01-05,52.02,52.98,51.52,52.91,4803038.0
2023-01-06,53.64,55.235,53.32,55.02,6100724.0
2023-01-09,55.04,56.19,54.82,55.28,6510932.0
2023-01-10,55.41,56.58,55.3,56.47,6611676.0
